/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160910_data/AH20160910_ax/log00000.dta,1.51275362319,-0.39,2.9,2.0,1.36146885866
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160910_data/AH20160910_ax/log00001.dta,2.47442028986,-0.1,4.11,2.78,1.12868629266
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160910_data/AH20160910_ax/log00002.dta,1.40268115942,-0.95,2.54,2.49,1.37395457041
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160910_data/AH20160910_ax/log00003.dta,2.03217391304,-0.36,2.73,2.7,1.10389533493
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160910_data/AH20160910_ax/log00004.dta,2.03891304348,-0.21,3.03,2.92,1.19974625674
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160910_data/AH20160910_ax/log00005.dta,0.408985507246,-1.52,2.25,0.34,1.43168390667
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160910_data/AH20160910_ax/log00006.dta,-1.16630434783,-1.52,-0.75,-1.12,0.183145819784
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160910_data/AH20160910_ax/log00007.dta,-0.929202898551,-1.24,-0.19,-1.07,0.289683680413
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160910_data/AH20160910_ax/log00008.dta,-1.15992753623,-1.83,-0.54,-1.02,0.419154868152
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160910_data/AH20160910_ax/log00009.dta,-1.09224637681,-1.64,-0.41,-1.15,0.336199057186
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160911_data/AH20160911_ax/log00000.dta,4.03557971014,-0.77,6.52,4.35,1.80611696258
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160911_data/AH20160911_ax/log00001.dta,2.55797101449,-0.57,4.2,3.5,1.72610947246
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160911_data/AH20160911_ax/log00002.dta,3.20920289855,0.17,4.58,3.83,1.35602837663
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160911_data/AH20160911_ax/log00003.dta,3.79050724638,0.08,5.39,4.67,1.57785552182
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160911_data/AH20160911_ax/log00004.dta,-1.17282608696,-3.8,1.305,-1.1,1.37717220885
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160911_data/AH20160911_ax/log00005.dta,1.72927536232,0.25,3.19,2.1,0.773725838434
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160911_data/AH20160911_ax/log00006.dta,-0.0747101449275,-0.62,2.08,-0.05,0.510703007439
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160911_data/AH20160911_ax/log00007.dta,2.38550724638,0.21,4.78,1.96,1.75365461774
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160911_data/AH20160911_ax/log00008.dta,-0.783115942029,-1.26,0.61,-0.67,0.331005710642
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160911_data/AH20160911_ax/log00009.dta,-0.675869565217,-1.58,2.12,-0.4,0.60967865
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160911_data/AH20160911_ax/log00010.dta,0.409130434783,-1.19,3.1,0.37,0.917922429009
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160912_data/AH20160912_ax/log00011.dta,6.84333333333,5.67,6.91,6.9,0.190933593835
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160912_data/AH20160912_ax/log00012.dta,5.29913043478,1.84,6.27,6.18,1.65243357892
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160912_data/AH20160912_ax/log00013.dta,5.05528985507,2.85,6.42,6.4,1.64480217031
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160912_data/AH20160912_ax/log00014.dta,6.04420289855,4.09,6.91,6.82,1.18214057564
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160912_data/AH20160912_ax/log00015.dta,3.98333333333,-0.44,6.24,6.15,3.83098333765
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160912_data/AH20160912_ax/log00016.dta,6.698,-0.81,8.15,7.9,2.84275507713
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160912_data/AH20160912_ax/log00017.dta,4.34536231884,2.01,8.28,3.4,2.16470455783
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160912_data/AH20160912_ax/log00018.dta,5.24608695652,2.91,11.17,3.23,2.83894616808
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160914_data/AH20160914_ax/log00000.dta,6.52507246377,6.48,6.53,6.53,0.00797481115502
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160914_data/AH20160914_ax/log00001.dta,7.42789855072,7.34,7.44,7.43,0.0149362812597
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160914_data/AH20160914_ax/log00002.dta,nan,nan,nan,nan,nan
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160914_data/AH20160914_ax/log00003.ed.dta,5.76813432836,5.66,5.81,5.81,0.0661943638364
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160914_data/AH20160914_ax/log00004.dta,4.03826086957,0.54,4.71,4.52,1.25883256668
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160914_data/AH20160914_ax/log00005.dta,5.73471014493,3.33,6.12,5.78,0.310914074637
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160914_data/AH20160914_ax/log00006.dta,6.2534057971,4.49,6.41,6.4,0.439051863439
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160914_data/AH20160914_ax/log00007.dta,4.98688405797,4.36,5.35,5.06,0.224556919041
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160914_data/AH20160914_ax/log00008.dta,3.76782608696,2.85,4.74,3.58,0.477201152448
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160915_data/AH20160915_ax/log00000.ed.dta,4.97985507246,4.15,5.18,5.1,0.309286383345
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160915_data/AH20160915_ax/log00001.dta,5.28065217391,-0.06,5.82,5.77,1.30043824995
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160915_data/AH20160915_ax/log00002.dta,1.45318181818,-4.06,3.06,2.125,1.72058582594
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160915_data/AH20160915_ax/log00003.dta,-1.28225,-3.53,0.52,-1.3175,1.08328627091
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160915_data/AH20160915_ax/log00004.dta,5.49246376812,3.37,7.36,5.25,0.911368405197
/Volumes/WDC_internal/Users/bell/in_and_outbox/2016/wood/ArcticHeat/sep/AH20160915_data/AH20160915_ax/log00005.dta,4.72949275362,-0.86,7.06,5.23,1.60858019807
